FOLIO,FECHASOLICITUD,DEPENDENCIA,ESTATUS,MEDIOENTRADA,TIPOSOLICITUD,DESCRIPCIONSOLICITUD,OTROSDATOS,ARCHIVOADJUNTOSOLICITUD,MEDIOENTREGA,FECHALIMITE,RESPUESTA,TEXTORESPUESTA,FECHARESPUESTA,PAIS,ESTADO,MUNICIPIO,CODIGOPOSTAL,SECTOR
="01837519","26/12/2019","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Solicito a la Comisión Estatal de Derechos Humanos información estadística en forma de datos abiertos (Excel) con referencia a la Protección de Personas Defensoras de Derechos Humanos y Periodistas. Favor de encontrar la solicitud completa en el archivo adjunto.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/033617F2792DB958","Consulta vía Infomex - Sin costo","28/01/2020","06.- ACEPTADA, Respuesta Vía PNT","0 (cero)","27/01/2020","MEXICO","","","",Organismos Autónomos
="00009320","03/01/2020","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","CNDH el día de hoy fui a pagar la revalidan de placas (2020) y cual fue mi sorpresa el área del contribuyente (Agencia Fiscal P. Industrial) es muy reducida y su servidor es persona de la 3a. edad y con discapacidad el cual observe violados mis derechos: Que puede hacer la CEDH para que personas como yo sean bien atendidas y que el área de movimientos de la silla de rueda sean los adecuados","Sr. Director entiendo muy bien que los 3 primeros meses del año tienen descuento por pronto pago, pero los responsables de los ingresos del Gobierno del Edo no tienen porque violar nuestros derechos de personas de la 3a. edad y con capacidades diferentes","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/FF1086D4DBD82A3C","Consulta vía Correo Electrónico - Sin Costo","28/01/2020","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","08/01/2020","MEXICO","Sonora","Hermosillo","83079",Organismos Autónomos
="01838319","26/12/2019","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Solicito información estadística en formato de datos abiertos (Excel) de los casos registrados a nivel estatal. Favor de encontrar la solicitud completa en el archivo adjunto.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/27BFDEB604545E7F","Consulta vía Infomex - Sin costo","28/01/2020","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","27/01/2020","MEXICO","","","",Organismos Autónomos
="01839119","26/12/2019","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Solicito información estadística en formato de datos abiertos y desagregadas por sexo (Excel) en referencia a la Protección de Personas Defensoras de Derechos Humanos y Periodistas. Favor de encontrar adjunta la solicitud completa.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/D7DE580A2073B21B","Consulta vía Infomex - Sin costo","28/01/2020","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","27/01/2020","MEXICO","","","",Organismos Autónomos
="01838919","26/12/2019","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Solicito información estadística en formato de datos abiertos y desagregadas por sexo (Excel) en referencia a la Protección de Personas Defensoras de Derechos Humanos y Periodistas. Favor de encontrar adjunta la solicitud completa.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/615DB42C1D3B7C39","Consulta vía Infomex - Sin costo","29/01/2020","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","27/01/2020","MEXICO","","","",Organismos Autónomos
="00030020","30/12/2019","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Deseo conocer la lista de expedientes clasificados por el Gobierno del Estado de Sonora y los 72 municipios, aclarando de manera general de que trata el expediente, la fecha en que se clasificó y hasta cuando podrá ser consultado. 
SE ENVÍA SOLICITUD, DONDE SE REQUIERE ATENDER UNICAMENTE LO CORRESPONDIENTE A SU UNIDAD DE TRANSPARENCIA, LA PRESENTE SOLICITUD SE TURNO A LOS 72 AYUNTAMIENTOS, PODER EJECUTIVO (ENTIDADES, FONDOS Y FIDEICOMISOS, ORGANISMOS DESCENTRALIZADOS, DESCONCENTRADOS, SECRETARÍAS), PODER JUDICIAL, PODER LEGISLATIVO Y AUTONOMOS.  (FAVOR DE NO REENVIAR). 

***ATENDER UNICAMENTE LO QUE A SU UNIDAD DE TRANSPARENCIA CORRESPONDA***

CORREO DEL SOLICITANTE: baltadt102@gmail.com","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/5B53D30C3FEC9761","Consulta vía Infomex - Sin costo","29/01/2020","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","16/01/2020","MEXICO","Sonora","Hermosillo","83178",Organismos Autónomos
="00081020","16/01/2020","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Licenciado Pedro Gabriel González Avilés
Presidente de la Comisión Estatal de Derechos Humanos Sonora

Me dirijo a usted para solicitarle la información que a continuación detallo

1.¿Cuántas y cuáles son las recomendaciones en materia de Personas Desaparecidas que ha emitido la Comisión, desde su creación?

 Lo anterior, para los fines a que haya lugar. Agradezco la atención que sirva brindar a la presente.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/FF266EA8C1A80358","Consulta vía Infomex - Sin costo","06/02/2020","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","05/02/2020","MEXICO","","","",Organismos Autónomos
="00091620","20/01/2020","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","a.¿Cuántos casos de acoso y/o de hostigamiento sexual se tienen registrados en la dependencia de enero 2019 a diciembre de 2019? b. En cuanto a las víctimas, señalar edad y puesto o rango dentro del organigrama. c. En cuanto a los agresores, señalar edad y puesto o rango dentro del organigrama. d. ¿Cuántos casos de acoso y/o de hostigamiento sexual han sido denunciados ante el Órgano Interno/Contraloría de la dependencia de enero de 2019 a diciembre de 2019? e. ¿En cuántos de esos casos (de 2019 a diciembre de 2019) se ha establecido una sanción para el agresor? Desglosar sanción por agresor. f. En los casos en los que se ha procedido contra un agresor ¿cómo se acreditado esta conducta? ¿Qué pruebas ha tenido que presentar la denunciante? g. En los casos que han sido del conocimiento del Órgano Interno o contraloría, ¿cuál ha sido la duración de los procesos, desde que la denunciante lo hace de su conocimiento hasta que se establece una sanción o se deshecha? h. ¿Cuenta con un protocolo para la atención de los casos de acoso y/o de hostigamiento sexual? Si es así adjuntarlo y señalar desde cuando se cuenta con él. i. Cuantas capacitaciones ha recibido el personal de la dependencia relacionado con la atención, prevención o erradicación del acoso y/o del hostigamiento sexual de enero de 2019 a diciembre de 2019? Mencionar de que área de adscripción es el personal que ha participado en las capacitaciones, fecha, número de asistentes, ponentes y costo para la dependencia. j. ¿Cuántas mujeres han renunciado o han sido despedidas por acoso y/u hostigamiento sexual de 2019 a 2019?","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/CBEBB908A00905A1","Consulta vía Infomex - Sin costo","11/02/2020","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","10/02/2020","MEXICO","","","",Organismos Autónomos
="00139420","29/01/2020","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","a.¿Cuántos casos de acoso y/o de hostigamiento sexual se tienen registrados en la dependencia de enero 2019 a diciembre de 2019? b. En cuanto a las víctimas, señalar edad y puesto o rango dentro del organigrama. c. En cuanto a los agresores, señalar edad y puesto o rango dentro del organigrama. d. ¿Cuántos casos de acoso y/o de hostigamiento sexual han sido denunciados ante el Órgano Interno/Contraloría de la dependencia de enero de 2019 a diciembre de 2019? e. ¿En cuántos de esos casos (de 2019 a diciembre de 2019) se ha establecido una sanción para el agresor? Desglosar sanción por agresor. f. En los casos en los que se ha procedido contra un agresor ¿cómo se acreditado esta conducta? ¿Qué pruebas ha tenido que presentar la denunciante? g. En los casos que han sido del conocimiento del Órgano Interno o contraloría, ¿cuál ha sido la duración de los procesos, desde que la denunciante lo hace de su conocimiento hasta que se establece una sanción o se deshecha? h. ¿Cuenta con un protocolo para la atención de los casos de acoso y/o de hostigamiento sexual? Si es así adjuntarlo y señalar desde cuando se cuenta con él. i. Cuantas capacitaciones ha recibido el personal de la dependencia relacionado con la atención, prevención o erradicación del acoso y/o del hostigamiento sexual de enero de 2019 a diciembre de 2019? Mencionar de que área de adscripción es el personal que ha participado en las capacitaciones, fecha, número de asistentes, ponentes y costo para la dependencia. j. ¿Cuántas mujeres han renunciado o han sido despedidas por acoso y/u hostigamiento sexual de 2019 a 2019?","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/42D9DAAAABA7C4E1","Consulta vía Infomex - Sin costo","20/02/2020","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","10/02/2020","MEXICO","","","",Organismos Autónomos
="00139720","29/01/2020","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","a.¿Cuántos casos de acoso y/o de hostigamiento sexual se tienen registrados en la dependencia de enero 2019 a diciembre de 2019? b. En cuanto a las víctimas, señalar edad y puesto o rango dentro del organigrama. c. En cuanto a los agresores, señalar edad y puesto o rango dentro del organigrama. d. ¿Cuántos casos de acoso y/o de hostigamiento sexual han sido denunciados ante el Órgano Interno/Contraloría de la dependencia de enero de 2019 a diciembre de 2019? e. ¿En cuántos de esos casos (de 2019 a diciembre de 2019) se ha establecido una sanción para el agresor? Desglosar sanción por agresor. f. En los casos en los que se ha procedido contra un agresor ¿cómo se acreditado esta conducta? ¿Qué pruebas ha tenido que presentar la denunciante? g. En los casos que han sido del conocimiento del Órgano Interno o contraloría, ¿cuál ha sido la duración de los procesos, desde que la denunciante lo hace de su conocimiento hasta que se establece una sanción o se deshecha? h. ¿Cuenta con un protocolo para la atención de los casos de acoso y/o de hostigamiento sexual? Si es así adjuntarlo y señalar desde cuando se cuenta con él. i. Cuantas capacitaciones ha recibido el personal de la dependencia relacionado con la atención, prevención o erradicación del acoso y/o del hostigamiento sexual de enero de 2019 a diciembre de 2019? Mencionar de que área de adscripción es el personal que ha participado en las capacitaciones, fecha, número de asistentes, ponentes y costo para la dependencia. j. ¿Cuántas mujeres han renunciado o han sido despedidas por acoso y/u hostigamiento sexual de 2019 a 2019?","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/7F65741FF300FBAA","Consulta vía Infomex - Sin costo","20/02/2020","06.- ACEPTADA, Respuesta Vía PNT","Se adjunta archivo conteniendo la respuesta definitiva de la presente solicitud de acceso a la información pública y se notifica oportunamente vía internet a la dirección de correo electrónico proporcionada.","10/02/2020","MEXICO","","","",Organismos Autónomos
